id;word;slog
8960;KALIBRLAMOQ;KA-LIBR-LA-MOQ
8961;KALIBRLI;KA-LIBR-LI
8962;KALIBRLOVCHI;KA-LIBR-LOV-CHI
8963;KALID;KA-LID
8964;KALIY;KA-LIY
8965;KALIYLI;KA-LIY-LI
8966;KALIMA;KA-LI-MA
8967;KALIMAGO‘Y;KA-LI-MA-GO‘Y
8968;KALIT;KA-LIT
8969;KALITBON;KA-LIT-BON
8970;KALISH;KA-LISH
8971;KALLA;KAL-LA
8972;KALLAVARAM;KAL-LA-VA-RAM
8973;KALLADOR;KAL-LA-DOR
8974;KALLAK;KAL-LAK
8975;KALLAKDOR;KAL-LAK-DOR
8976;KALLAKESAR;KAL-LA-KE-SAR
8977;KALLAKLAMOQ;KAL-LAK-LA-MOQ
8978;KALLAPAZ;KAL-LA-PAZ
8979;KALLAPAZLIK;KAL-LA-PAZ-LIK
8980;KALLAPO‘SH;KAL-LA-PO‘SH
8981;KALLAXOM;KAL-LA-XOM
8982;KALLAXUM;KAL-LA-XUM
8983;KALLIGRAF;KAL-LI-GRAF
8984;KALLIGRAFIYA;KAL-LI-GRA-FI-YA
8985;KALOVLAMOQ;KA-LOV-LA-MOQ
8986;KALOVLANMOQ;KA-LOV-LAN-MOQ
8987;KALOM;KA-LOM
8988;KALOMULLO;KA-LO-MUL-LO
8989;KALON;KA-LON
8990;KALONDIMOG‘;KA-LON-DI-MOG‘
8991;KALONDIMOG‘LIK;KA-LON-DI-MOG‘-LIK
8992;KALORIMETR;KA-LO-RI-METR
8993;KALORIMETRIYA;KA-LO-RI-MET-RI-YA
8994;KALORIFER;KA-LO-RI-FER
8995;KALORIYA;KA-LO-RI-YA
8996;KALORIYALI;KA-LO-RI-YA-LI
8997;KALORIYALILIK;KA-LO-RI-YA-LI-LIK
8998;KALTA;KAL-TA
8999;KALTABAQAY;KAL-TA-BA-QAY
9000;KALTABIN;KAL-TA-BIN
9001;KALTABINLIK;KAL-TA-BIN-LIK
9002;KALTADUM;KAL-TA-DUM
9003;KALTAK;KAL-TAK
9004;KALTAKESAK;KAL-TA-KE-SAK
9005;KALTAKZADA;KAL-TAK-ZA-DA
9006;KALTAKLAMOQ;KAL-TAK-LA-MOQ
9007;KALTATOY;KAL-TA-TOY
9008;KALTAFAHM;KAL-TA-FAHM
9009;KALTAFAHMLIK;KAL-TA-FAHM-LIK
9010;KALTACHA;KAL-TA-CHA
9011;KALXAMAJ;KAL-XA-MAJ
9012;KALXAT;KAL-XAT
9013;KALKA;KAL-KA
9014;KALKALAMOQ;KAL-KA-LA-MOQ
9015;KALKULYATOR;KAL-KU-LYA-TOR
9016;KALKULYASIYA;KAL-KU-LYA-SI-YA
9017;KALSIY;KAL-SIY
9018;KAM;KAM
9019;KAMAYMOQ;KA-MAY-MOQ
9020;KAMALAK;KA-MA-LAK
9021;KAMAND;KA-MAND
9022;KAMAR;KA-MAR
9023;KAMARBAND;KA-MAR-BAND
9024;KAMARBASTA;KA-MAR-BAS-TA
9025;KAMARBASTALIK;KA-MAR-BAS-TA-LIK
9026;KAMAYUVCHI;KA-MA-YUV-CHI
9027;KAMBAG‘AL;KAM-BA-G‘AL
9028;KAMBAG‘ALLASHMOQ;KAM-BA-G‘AL-LASH-MOQ
9029;KAMBAG‘ALLIK;KAM-BA-G‘AL-LIK
9030;KAMBAG‘ALPARVAR;KAM-BA-G‘AL-PAR-VAR
9031;KAMBAG‘ALCHILIK;KAM-BA-G‘AL-CHI-LIK
9032;KAMBALA;KAM-BA-LA
9033;KAMBAR;KAM-BAR
9034;KAMBARG;KAM-BARG
9035;KAMGAK;KAM-GAK
9036;KAMGAP;KAM-GAP
9037;KAMGO‘SHT;KAM-GO‘SHT
9038;KAMDAROMAD;KAM-DA-RO-MAD
9039;KAMDIYDOR;KAM-DIY-DOR
9040;KAMYOB;KAM-YOB
9041;KAMER;KA-MER
9042;KAMERA;KA-ME-RA
9043;KAMERTON;KA-MER-TON
9044;KAMZUL;KAM-ZUL
9045;KAMI;KA-MI
9046;KAMIDA;KA-MI-DA
9047;KAMIKADZE;KA-MI-KAD-ZE
9048;KAMIMOQ;KA-MI-MOQ
9049;KAMIN;KA-MIN
9050;KAMINA;KA-MI-NA
9051;KAMQATNOV;KAM-QAT-NOV
9052;KAMQON;KAM-QON
9053;KAMQONLIK;KAM-QON-LIK
9054;KAMQUVVAT;KAM-QUV-VAT
9055;KAMLIK;KAM-LIK
9056;KAMMAHSUL;KAM-MAH-SUL
9057;KAMNAMO;KAM-NA-MO
9058;KAMOB;KA-MOB
9059;KAMOBLIK;KA-MOB-LIK
9060;KAMOL;KA-MOL
9061;KAMOLI;KA-MO-LI
9062;KAMOLOT;KA-MO-LOT
9063;KAMOMAD;KA-MO-MAD
9064;KAMON;KA-MON
9065;KAMONKASH;KA-MON-KASH
9066;KAMONLI;KA-MON-LI
9067;KAMONCHA;KA-MON-CHA
9068;KAMONCHI;KA-MON-CHI
9069;KAMPANIYA;KAM-PA-NI-YA
9070;KAMPANIYABOZLIK;KAM-PA-NI-YA-BOZ-LIK
9071;KAMPANIYACHILIK;KAM-PA-NI-YA-CHI-LIK
9072;KAMPIR;KAM-PIR
9073;KAMPIRAK;KAM-PI-RAK
9074;KAMPIRDAHAN;KAM-PIR-DA-HAN
9075;KAMPIRLIK;KAM-PIR-LIK
9076;KAMPIRCHOPON;KAM-PIR-CHO-PON
9077;KAMSITMOQ;KAM-SIT-MOQ
9078;KAMSOQOL;KAM-SO-QOL
9079;KAMSUV;KAM-SUV
9080;KAMSUVLIK;KAM-SUV-LIK
9081;KAMSUQUM;KAM-SU-QUM
9082;KAMSUQUMLIK;KAM-SU-QUM-LIK
9083;KAMSUT;KAM-SUT
9084;KAMSUXAN;KAM-SU-XAN
9085;KAMSUXANLIK;KAM-SU-XAN-LIK
9086;KAMTAR;KAM-TAR
9087;KAMTARIN;KAM-TA-RIN
9088;KAMTARINLIK;KAM-TA-RIN-LIK
9089;KAMTARLIK;KAM-TAR-LIK
9090;KAMTARONA;KAM-TA-RO-NA
9091;KAMTASHVISH;KAM-TASH-VISH
9092;KAMTIK;KAM-TIK
9093;KAMTUZ;KAM-TUZ
9094;KAMFARA;KAM-FA-RA
9095;KAMFAROSAT;KAM-FA-RO-SAT
9096;KAMFAHM;KAM-FAHM
9097;KAMXARAJAT;KAM-XA-RA-JAT
9098;KAMXARJ;KAM-XARJ
9099;KAMXASTAK;KAM-XAS-TAK
9100;KAMHAFSALA;KAM-HAF-SA-LA
9101;KAMHAFSALALIK;KAM-HAF-SA-LA-LIK
9102;KAMHOSIL;KAM-HO-SIL
9103;KAMCHIQIM;KAM-CHI-QIM
9104;KAMCHIL;KAM-CHIL
9105;KAMCHILIK;KAM-CHI-LIK
9106;KAMCHILIKSIZ;KAM-CHI-LIK-SIZ
9107;KAMCHILLIK;KAM-CHIL-LIK
9108;KAMSHIK;KAM-SHIK
9109;KANA;KA-NA
9110;KANAKUNJUT;KA-NA-KUN-JUT
9111;KANAL;KA-NAL
9112;KANALIZASIYA;KA-NA-LI-ZA-SI-YA
9113;KANALCHI;KA-NAL-CHI
9114;KANAREYKA;KA-NA-REY-KA
9115;KANAT;KA-NAT
9116;KANAXONA;KA-NA-XO-NA
9117;KANVA;KAN-VA
9118;KANDA;KAN-DA
9119;KANDAKOR;KAN-DA-KOR
9120;KANDAKORI;KAN-DA-KO-RI
9121;KANDAKORLIK;KAN-DA-KOR-LIK
9122;KANDIDAT;KAN-DI-DAT
9123;KANDIDATLIK;KAN-DI-DAT-LIK
9124;KANDIDATURA;KAN-DI-DA-TU-RA
9125;KANDIK;KAN-DIK
9126;KANDIL;KAN-DIL
9127;KANDIR;KAN-DIR
9128;KANIZ;KA-NIZ
9129;KANIZAK;KA-NI-ZAK
9130;KANIKUL;KA-NI-KUL
9131;KANISTRA;KA-NIS-TRA
9132;KANIFOL;KA-NI-FOL
9133;KANNA;KAN-NA
9134;KANNIBALIZM;KAN-NI-BA-LIZM
9135;KANON;KA-NON
9136;KANOP;KA-NOP
9137;KANOPZOR;KA-NOP-ZOR
9138;KANORA;KA-NO-RA
9139;KANOE;KA-NO-E
9140;KANOECHI;KA-NO-E-CHI
9141;KANTATA;KAN-TA-TA
9142;KANTON;KAN-TON
9143;KANTCHI;KANT-CHI
9144;KANTCHILIK;KANT-CHI-LIK
9145;KANSELYARIYA;KAN-SE-LYA-RI-YA
9146;KAOLIN;KA-O-LIN
9147;KAP;KAP
9148;KAPA;KA-PA
9149;KAPAKI;KA-PA-KI
9150;KAPALAK;KA-PA-LAK
9151;KAPGIR;KAP-GIR
9152;KAPILLYAR;KA-PIL-LYAR
9153;KAPITAL;KA-PI-TAL
9154;KAPITALIZASIYA;KA-PI-TA-LI-ZA-SI-YA
9155;KAPITALIZM;KA-PI-TA-LIZM
9156;KAPITALIST;KA-PI-TA-LIST
9157;KAPITALISTIK;KA-PI-TA-LIS-TIK
9158;KAPITAN;KA-PI-TAN
9159;KAPITULYASIYA;KA-PI-TU-LYA-SI-YA
9160;KAPLAMOQ;KAP-LA-MOQ
9161;KAPOT;KA-POT
9162;KAPPA;KAP-PA
9163;QAPPAYMOQ;QAP-PAY-MOQ
9164;KAPPALAB;KAP-PA-LAB
9165;KAPPON;KAP-PON
9166;KAPRON;KAP-RON
9167;KAPSAN;KAP-SAN
9168;KAPSANCHI;KAP-SAN-CHI
9169;KAPSULA;KAP-SU-LA
9170;KAPTAR;KAP-TAR
9171;KAPTARBOZ;KAP-TAR-BOZ
9172;KAPTARXONA;KAP-TAR-XO-NA
9173;KAR;KAR
9174;KARABIN;KA-RA-BIN
9175;KARABINYOR;KA-RA-BI-NYOR
9176;KARAVOT;KA-RA-VOT
9177;KARAM;KA-RAM
9178;KARAMZOR;KA-RAM-ZOR
9179;KARANTIN;KA-RAN-TIN
9180;KARANTINCHI;KA-RAN-TIN-CHI
9181;KARAOKE;KA-RA-O-KE
9182;KARAT;KA-RAT
9183;KARATE;KA-RA-TE
9184;KARATECHI;KA-RA-TE-CHI
9185;KARAXT;KA-RAXT
9186;KARAXTLANMOQ;KA-RAXT-LAN-MOQ
9187;KARAXTLIK;KA-RAXT-LIK
9188;KARASH;KA-RASH
9189;KARASHLANMOQ;KA-RASH-LAN-MOQ
9190;KARASHMA;KA-RASH-MA
9191;KARASHMALI;KA-RASH-MA-LI
9192;KARBAMID;KAR-BA-MID
9193;KARBID;KAR-BID
9194;KARBOL;KAR-BOL
9195;KARBONATLAR;KAR-BO-NAT-LAR
9196;KARBUNKUL;KAR-BUN-KUL
9197;KARBYURATOR;KAR-BYU-RA-TOR
9198;KARVICH;KAR-VICH
9199;KARVON;KAR-VON
9200;KARVONBOSHI;KAR-VON-BO-SHI
9201;KARVONKASH;KAR-VON-KASH
9202;KARVONSAROY;KAR-VON-SA-ROY
9203;KARVONXONA;KAR-VON-XO-NA
9204;KARDINAL;KAR-DI-NAL
9205;KARDIOGRAMMA;KAR-DI-O-GRAM-MA
9206;KARDIOGRAF;KAR-DI-O-GRAF
9207;KARDIOGRAFIYA;KAR-DI-O-GRA-FI-YA
9208;KARDIOLOG;KAR-DI-O-LOG
9209;KARDIOLOGIYA;KAR-DI-O-LO-GI-YA
9210;KARETA;KA-RE-TA
9211;KARJ;KARJ
9212;KARJLAMOQ;KARJ-LA-MOQ
9213;KARJLI;KARJ-LI
9214;KARIKATURA;KA-RI-KA-TU-RA
9215;KARIKATURACHI;KA-RI-KA-TU-RA-CHI
9216;KARILLAMOQ;KA-RIL-LA-MOQ
9217;KARIM;KA-RIM
9218;KARIH;KA-RIH
9219;KARKAS;KAR-KAS
9220;KARKI;KAR-KI
9221;KARKIDON;KAR-KI-DON
9222;KARQULOQ;KAR-QU-LOQ
9223;KARQUR;KAR-QUR
9224;KARLIK;KAR-LIK
9225;KARMAK;KAR-MAK
9226;KARMON;KAR-MON
9227;KARNAVAL;KAR-NA-VAL
9228;KARNAY;KAR-NAY
9229;KARNAYGUL;KAR-NAY-GUL
9230;KARNAYCHI;KAR-NAY-CHI
9231;KARNIZ;KAR-NIZ
9232;KAROMAT;KA-RO-MAT
9233;KAROMATLI;KA-RO-MAT-LI
9234;KAROMATCHI;KA-RO-MAT-CHI
9235;KARRA;KAR-RA
9236;KARRALI;KAR-RA-LI
9237;KARSILLAMA;KAR-SIL-LA-MA
9238;KARSILLAMOQ;KAR-SIL-LA-MOQ
9239;KARTA;KAR-TA
9240;KARTABOZ;KAR-TA-BOZ
9241;KARTABOZLIK;KAR-TA-BOZ-LIK
9242;KARTALASHTIRMOQ;KAR-TA-LASH-TIR-MOQ
9243;KARTER;KAR-TER
9244;KARTINA;KAR-TI-NA
9245;KARTING;KAR-TING
9246;KARTOGRAMMA;KAR-TO-GRAM-MA
9247;KARTOGRAF;KAR-TO-GRAF
9248;KARTOGRAFIYA;KAR-TO-GRA-FI-YA
9249;KARTON;KAR-TON
9250;KARTOTEKA;KAR-TO-TE-KA
9251;KARTOCHKA;KAR-TOCH-KA
9252;KARTOSHKA;KAR-TOSH-KA
9253;KARTOSHKAGUL;KAR-TOSH-KA-GUL
9254;KARTOSHKAKOR;KAR-TOSH-KA-KOR
9255;KARTOSHKAQOVOQ;KAR-TOSH-KA-QO-VOQ
9256;KARTOSHKACHILIK;KAR-TOSH-KA-CHI-LIK
9257;KARUSEL;KA-RU-SEL
9258;KARCH;KARCH
9259;KARCHLAMOQ;KARCH-LA-MOQ
9260;KARYER;KAR-YER
9261;KASABA;KA-SA-BA
9262;KASAL;KA-SAL
9263;KASALVAND;KA-SAL-VAND
9264;KASALLANMOQ;KA-SAL-LAN-MOQ
9265;KASALLIK;KA-SAL-LIK
9266;KASALMAND;KA-SAL-MAND
9267;KASALNAMO;KA-SAL-NA-MO
9268;KASALXONA;KA-SAL-XO-NA
9269;KASANA;KA-SA-NA
9270;KASANACHI;KA-SA-NA-CHI
9271;KASANACHILIK;KA-SA-NA-CHI-LIK
9272;KASB;KASB
9273;KASB;KASB
9274;KASBDOSH;KASB-DOSH
9275;KASBIY;KAS-BIY
9276;KASIR;KA-SIR
9277;QASIR;QA-SIR
9278;KASIRLAMOQ;KA-SIR-LA-MOQ
9279;QASIRLAMOQ;QA-SIR-LA-MOQ
9280;KASKA;KAS-KA
9281;KASKAD;KAS-KAD
9282;KASKADLI;KAS-KAD-LI
9283;KASKALI;KAS-KA-LI
9284;KASOD;KA-SOD
9285;KASOFAT;KA-SO-FAT
9286;KASOFATLI;KA-SO-FAT-LI
9287;KASR;KASR
9288;QASR;QASR
9289;KASRA;KAS-RA
9290;KASRATKI;KAS-RAT-KI
9291;KASRLI;KASR-LI
9292;KASSA;KAS-SA
9293;KASSASIYA;KAS-SA-SI-YA
9294;KASSETA;KAS-SE-TA
9295;KASSIR;KAS-SIR
9296;KASSIRLIK;KAS-SIR-LIK
9297;KASTA;KAS-TA
9298;KASTOR;KAS-TOR
9299;KASTORKA;KAS-TOR-KA
9300;KAT;KAT
9301;QAT;QAT
9302;KATAK;KA-TAK
9303;KATAKCHA;KA-TAK-CHA
9304;KATALAK;KA-TA-LAK
9305;KATALIZ;KA-TA-LIZ
9306;KATALIZATOR;KA-TA-LI-ZA-TOR
9307;KATALOG;KA-TA-LOG
9308;KATAPULTA;KA-TA-PUL-TA
9309;KATAR;KA-TAR
9310;KATARAKTA;KA-TA-RAK-TA
9311;KATEGORIYA;KA-TE-GO-RI-YA
9312;KATEGORIYALI;KA-TE-GO-RI-YA-LI
9313;KATER;KA-TER
9314;KATET;KA-TET
9315;KATETER;KA-TE-TER
9316;KATMON;KAT-MON
9317;KATOD;KA-TOD
9318;KATOLIK;KA-TO-LIK
9319;KATOLISIZM;KA-TO-LI-SIZM
9320;KATORGA;KA-TOR-GA
9321;KATTA;KAT-TA
9322;KATTAZANG;KAT-TA-ZANG
9323;KATTAZANGLIK;KAT-TA-ZANG-LIK
9324;KATTAYMOQ;KAT-TAY-MOQ
9325;KATTAKON;KAT-TA-KON
9326;KATTAQO‘RG‘ON;KAT-TA-QO‘R-G‘ON
9327;KATTALASHMOQ;KAT-TA-LASH-MOQ
9328;KATTALIK;KAT-TA-LIK
9329;KATTARMOQ;KAT-TAR-MOQ
9330;KATYUSHA;KA-TYU-SHA
9331;KAUCHUK;KA-U-CHUK
9332;KAFAN;KA-FAN
9333;KAFANGADO;KA-FAN-GA-DO
9334;KAFANLAMOQ;KA-FAN-LA-MOQ
9335;KAFANLIK;KA-FAN-LIK
9336;KAFANSIZ;KA-FAN-SIZ
9337;KAFGIR;KAF-GIR
9338;KAFE;KA-FE
9339;KAFEDRA;KA-FE-DRA
9340;KAFEL;KA-FEL
9341;KAFIL;KA-FIL
9342;KAFILLIK;KA-FIL-LIK
9343;KAFOLAT;KA-FO-LAT
9344;KAFOLATLAMOQ;KA-FO-LAT-LA-MOQ
9345;KAFOLATLI;KA-FO-LAT-LI
9346;KAFOLATNOMA;KA-FO-LAT-NO-MA
9347;KAFORAT;KA-FO-RAT
9348;KAFSAN;KAF-SAN
9349;KAFT;KAFT
9350;KAFTDEK;KAFT-DEK
9351;KASHAK;KA-SHAK
9352;KASHAL;KA-SHAL
9353;KASHALOT;KA-SHA-LOT
9354;KASHANDA;KA-SHAN-DA
9355;KASHANDALIK;KA-SHAN-DA-LIK
9356;KASHAR;KA-SHAR
9357;KASHMIR;KASH-MIR
9358;KASHMIRI;KASH-MI-RI
9359;KASHOL;KA-SHOL
9360;KASHTA;KASH-TA
9361;KASHTADO‘Z;KASH-TA-DO‘Z
9362;KASHTADO‘ZLIK;KASH-TA-DO‘Z-LIK
9363;KASHTALI;KASH-TA-LI
9364;KASHTAN;KASH-TAN
9365;KASHTACHI;KASH-TA-CHI
9366;KASHTACHILIK;KASH-TA-CHI-LIK
9367;KASHFIYOT;KASH-FI-YOT
9368;KASHFIYOTCHI;KASH-FI-YOT-CHI
9369;KASHSHOF;KASH-SHOF
9370;KA’BA;KA’-BA
9371;KA’BATULLOH;KA’-BA-TUL-LOH
9372;KAYUTA;KA-YU-TA
9373;KVADRANT;KVAD-RANT
9374;KVADRAT;KVAD-RAT
9375;KVADRATURA;KVAD-RA-TU-RA
9376;KVALIFIKASIYA;KVA-LI-FI-KA-SI-YA
9377;KVANT;KVANT
9378;KVARTAL;KVAR-TAL
9379;KVARTET;KVAR-TET
9380;KVARTIRA;KVAR-TI-RA
9381;KVARTIRANT;KVAR-TI-RANT
9382;KVARS;KVARS
9383;KVAS;KVAS
9384;KVITANSIYA;KVI-TAN-SI-YA
9385;KVORUM;KVO-RUM
9386;KVOTA;KVO-TA
9387;KEGAY;KE-GAY
9388;KEZ;KEZ
9389;KEZAK;KE-ZAK
9390;KEZINMOQ;KE-ZIN-MOQ
9391;KEZMOQ;KEZ-MOQ
9392;KEYIN;KE-YIN
9393;KEYINGI;KE-YIN-GI
9394;KEYINCHA;KE-YIN-CHA
9395;KEYINCHALIK;KE-YIN-CHA-LIK
9396;KEK;KEK
9397;KEKIRDAK;KE-KIR-DAK
9398;KEKIRIK;KE-KI-RIK
9399;KEKIRMOQ;KE-KIR-MOQ
9400;KEKKAYMA;KEK-KAY-MA
9401;KEKKAYMAJON;KEK-KAY-MA-JON
9402;KEKKAYMOQ;KEK-KAY-MOQ
9403;KEKLI;KEK-LI
9404;KEKSA;KEK-SA
9405;KEKSAYMOQ;KEK-SAY-MOQ
9406;KEKSALIK;KEK-SA-LIK
9407;KEKSARMOQ;KEK-SAR-MOQ
9408;KEKCHI;KEK-CHI
9409;KELAJAK;KE-LA-JAK
9410;KELASI;KE-LA-SI
9411;KELBAT;KEL-BAT
9412;KELBATLI;KEL-BAT-LI
9413;KELGIN;KEL-GIN
9414;KELGINDI;KEL-GIN-DI
9415;KELGUSI;KEL-GU-SI
9416;KELDI;KEL-DI
9417;KELI;KE-LI
9418;KELIB;KE-LIB
9419;KELIM;KE-LIM
9420;KELIN;KE-LIN
9421;KELINKO‘RDI;KE-LIN-KO‘R-DI
9422;KELINLI;KE-LIN-LI
9423;KELINLIK;KE-LIN-LIK
9424;KELINOYI;KE-LIN-O-YI
9425;KELINPOSHSHA;KE-LIN-POSH-SHA
9426;KELINSALOM;KE-LIN-SA-LOM
9427;KELINTUSHDI;KE-LIN-TUSH-DI
9428;KELINCHAK;KE-LIN-CHAK
9429;KELISOP;KE-LI-SOP
9430;KELICHA;KE-LI-CHA
9431;KELISH;KE-LISH
9432;KELISHGAN;KE-LISH-GAN
9433;KELISHIK;KE-LI-SHIK
9434;KELISHIMLI;KE-LI-SHIM-LI
9435;KELISHLI;KE-LISH-LI
9436;KELISHMAGAN;KE-LISH-MA-GAN
9437;KELISHMOVCHILIK;KE-LISH-MOV-CHI-LIK
9438;KELISHMOQ;KE-LISH-MOQ
9439;KELISHTIRMOQ;KE-LISH-TIR-MOQ
9440;KELISHUV;KE-LI-SHUV
9441;KELISHUVCHILIK;KE-LI-SHUV-CHI-LIK
9442;KELMOQ;KEL-MOQ
9443;KELTIRMOQ;KEL-TIR-MOQ
9444;KEMA;KE-MA
9445;KEMAKASH;KE-MA-KASH
9446;KEMASOZ;KE-MA-SOZ
9447;KEMASOZLIK;KE-MA-SOZ-LIK
9448;KEMACHI;KE-MA-CHI
9449;KEMIK;KE-MIK
9450;KEMIRMOQ;KE-MIR-MOQ
9451;KEMIRUVCHI;KE-MI-RUV-CHI
9452;KEMIRUVCHILAR;KE-MI-RUV-CHI-LAR
9453;KEMPING;KEM-PING
9454;KEMTIK;KEM-TIK
9455;KEMTIMOQ;KEM-TI-MOQ
9456;KEMSHIK;KEM-SHIK
9457;KENG;KENG
9458;KENGAYMOQ;KEN-GAY-MOQ
9459;KENGASH;KEN-GASH
9460;KENGASHLI;KEN-GASH-LI
9461;KENGASHMOQ;KEN-GASH-MOQ
9462;KENGASHCHI;KEN-GASH-CHI
9463;KENGLIK;KENG-LIK
9464;KENGURU;KEN-GU-RU
9465;KENGCHILIK;KENG-CHI-LIK
9466;KENJA;KEN-JA
9467;KENJATOY;KEN-JA-TOY
9468;KENT;KENT
9469;KEPAK;KE-PAK
9470;KEPKA;KEP-KA
9471;KEPCHIK;KEP-CHIK
9472;KERAGICHA;KE-RA-GI-CHA
9473;KERAK;KE-RAK
9474;KERAKLI;KE-RAK-LI
9475;KERAKSIZ;KE-RAK-SIZ
9476;KERAMZIT;KE-RAM-ZIT
9477;KERAMIKA;KE-RA-MI-KA
9478;KERGI;KER-GI
9479;KERIK;KE-RIK
9480;KERILMAJON;KE-RIL-MA-JON
9481;KERILMACHOQ;KE-RIL-MA-CHOQ
9482;KERILMOQ;KE-RIL-MOQ
9483;KERISHMOQ;KE-RISH-MOQ
9484;KERMOQ;KER-MOQ
9485;KEROGAZ;KE-RO-GAZ
9486;KEROSIN;KE-RO-SIN
9487;KEROSINKA;KE-RO-SIN-KA
9488;KERTIK;KER-TIK
9489;KERTMOQ;KERT-MOQ
9490;KESAK;KE-SAK
9491;KESAKI;KE-SA-KI
9492;KESAKLASHMOQ;KE-SAK-LASH-MOQ
9493;KESATIQ;KE-SA-TIQ
9494;KESATMOQ;KE-SAT-MOQ
9495;KESIK;KE-SIK
9496;KESIL;KE-SIL
9497;KESIM;KE-SIM
9498;KESISHMOQ;KE-SISH-MOQ
9499;KESKIN;KES-KIN
9500;KESKINLASHMOQ;KES-KIN-LASH-MOQ
9501;KESKINLIK;KES-KIN-LIK
9502;KESKIR;KES-KIR
9503;KESKICH;KES-KICH
9504;KESMA;KES-MA
9505;KESMOQ;KES-MOQ
9506;KESTIRMOQ;KES-TIR-MOQ
9507;KET;KET
9508;KETVORGAN;KET-VOR-GAN
9509;KETDI;KET-DI
9510;KETI;KE-TI
9511;KETIK;KE-TIK
9512;KETIN;KE-TIN
9513;KETMA;KET-MA
9514;KETMOQ;KET-MOQ
9515;KETMON;KET-MON
9516;KETMONLAMOQ;KET-MON-LA-MOQ
9517;KETMONCHI;KET-MON-CHI
9518;KETMONCHILIK;KET-MON-CHI-LIK
9519;KEFIR;KE-FIR
9520;KECH;KECH
9521;KECHA;KE-CHA
9522;KECHAGI;KE-CHA-GI
9523;KECHAK;KE-CHAK
9524;KECHALIK;KE-CHA-LIK
9525;KECHASI;KE-CHA-SI
9526;KECHIK;KE-CHIK
9527;KECHIKMOQ;KE-CHIK-MOQ
9528;KECHINMA;KE-CHIN-MA
9529;KECHIRIM;KE-CHI-RIM
9530;KECHIRIMLI;KE-CHI-RIM-LI
9531;KECHIRMOQ;KE-CHIR-MOQ
9532;KECHKI;KECH-KI
9533;KECHKIRMOQ;KECH-KIR-MOQ
9534;KECHQURUN;KECH-QU-RUN
9535;KECHQURUNGI;KECH-QU-RUN-GI
9536;KECHLATIB;KECH-LA-TIB
9537;KECHLIK;KECH-LIK
9538;KECHMISH;KECH-MISH
9539;KECHMOQ;KECH-MOQ
9540;KECHPISHAR;KECH-PI-SHAR
9541;KECHUV;KE-CHUV
9542;KIBERNETIK;KI-BER-NE-TIK
9543;KIBERNETIKA;KI-BER-NE-TI-KA
9544;KIBOR;KI-BOR
9545;KIBORLARCHA;KI-BOR-LAR-CHA
9546;KIBORLIK;KI-BOR-LIK
9547;KIBR;KIBR
9548;KIBRLANMOQ;KIBR-LAN-MOQ
9549;KIBRLI;KIBR-LI
9550;KIBRLIK;KIBR-LIK
9551;KIGIZ;KI-GIZ
9552;KIZAK;KI-ZAK
9553;KIY;KIY
9554;KIYIK;KI-YIK
9555;KIYIKO‘T;KI-YIK-O‘T
9556;KIYIM;KI-YIM
9557;KIYIMLI;KI-YIM-LI
9558;KIYIMLIK;KI-YIM-LIK
9559;KIYINMOQ;KI-YIN-MOQ
9560;KIYINTIRMOQ;KI-YIN-TIR-MOQ
9561;KIYMOQ;KIY-MOQ
9562;KILKILLAMOQ;KIL-KIL-LA-MOQ
9563;KILO;KI-LO
9564;KILOVATT;KI-LO-VATT
9565;KILOGRAMM;KI-LO-GRAMM
9566;KILOGRAMMLI;KI-LO-GRAMM-LI
9567;KILOMETR;KI-LO-METR
9568;KILOTONNA;KI-LO-TON-NA
9569;KIM;KIM
9570;KIMDIR;KIM-DIR
9571;KIMYO;KIM-YO
9572;KIMYOVIY;KIM-YO-VIY
9573;KIMYOGAR;KIM-YO-GAR
9574;KIMONO;KI-MO-NO
9575;KIMSA;KIM-SA
9576;KIMSAN;KIM-SAN
9577;KIMSASIZ;KIM-SA-SIZ
9578;KIMXOB;KIM-XOB
9579;KIN;KIN
9580;KINA;KI-NA
9581;KINDAK;KIN-DAK
9582;KINDIK;KIN-DIK
9583;KINDOR;KIN-DOR
9584;KINEMATOGRAF;KI-NE-MA-TO-GRAF
9585;KINEMATOGRAFIST;KI-NE-MA-TO-GRA-FIST
9586;KINEMATOGRAFIYA;KI-NE-MA-TO-GRA-FI-YA
9587;KINEMATOGRAFCHI;KI-NE-MA-TO-GRAF-CHI
9588;KINESKOP;KI-NES-KOP
9589;KINETIK;KI-NE-TIK
9590;KINETIKA;KI-NE-TI-KA
9591;KINLI;KIN-LI
9592;KINNA;KIN-NA
9593;KINNAKASH;KIN-NA-KASH
9594;KINNAKASHLIK;KIN-NA-KASH-LIK
9595;KINNALAMOQ;KIN-NA-LA-MOQ
9596;KINNACHI;KIN-NA-CHI
9597;KINNACHILIK;KIN-NA-CHI-LIK
9598;KINO;KI-NO
9599;KINOAKTYOR;KI-NO-AK-TYOR
9600;KINOAKTRISA;KI-NO-AK-TRI-SA
9601;KINOAPPARAT;KI-NO-AP-PA-RAT
9602;KINOAPPARATURA;KI-NO-AP-PA-RA-TU-RA
9603;KINOARTIST;KI-NO-AR-TIST
9604;KINODRAMATURGIYA;KI-NO-DRA-MA-TUR-GI-YA
9605;KINOJURNAL;KI-NO-JUR-NAL
